repetition,concentration,lpd,acc,ce,brier
0,0.002,-0.3978330078125,0.9067,0.03900480642914772,0.14198536376953125
0,0.002770836049762948,-0.3810244140625,0.9069,0.038444895297288895,0.14184805908203124
0,0.0038387662073329693,-0.3392189453125,0.906,0.03708191215991974,0.141336181640625
0,0.005318295896944989,-0.3984796875,0.9068,0.03868657723069191,0.142153564453125
0,0.0073680629972807735,-0.3098380859375,0.9069,0.03195823356509209,0.14043125
0,0.010207847284895002,-0.3080609375,0.9079,0.03112584725022316,0.139053369140625
0,0.01414213562373095,-0.29515,0.9067,0.023211689665913582,0.138777685546875
0,0.019592769603435266,-0.3175349609375,0.908,0.03315657004714012,0.13960096435546876
0,0.027144176165949066,-0.3590490234375,0.9077,0.03678222373127937,0.14048458251953125
0,0.03760603093086394,-0.29341015625,0.908,0.025615766644477844,0.138158642578125
0,0.052100073095869136,-0.284283203125,0.9086,0.011655230075120926,0.13726845703125
0,0.07218038036465943,-0.28383515625,0.9074,0.01760401576757431,0.13709683837890624
0,0.1,-0.286892578125,0.9058,0.009180359542369843,0.1387608642578125
0,0.1385418024881474,-0.2851388671875,0.9084,0.007702579256147146,0.1375632568359375
0,0.19193831036664843,-0.2916060546875,0.9051,0.01301686279475689,0.1405497314453125
0,0.26591479484724945,-0.297343359375,0.9023,0.01778039149940014,0.14330831298828126
0,0.36840314986403866,-0.30278046875,0.902,0.021121341735124588,0.14496419677734376
0,0.5103923642447501,-0.3410705078125,0.8948,0.0507066585123539,0.1617348876953125
0,0.7071067811865475,-0.352267578125,0.8917,0.0501096211373806,0.16526619873046874
0,0.9796384801717632,-0.336500390625,0.8941,0.036018263548612595,0.159577001953125
0,1.3572088082974532,-0.375667578125,0.8871,0.05625750124454498,0.17462611083984375
0,1.8803015465431967,-0.391771875,0.8851,0.0669359639286995,0.18205848388671875
0,2.6050036547934563,-0.402954296875,0.8844,0.07389263808727264,0.18670782470703126
0,3.609019018232971,-0.40081796875,0.8827,0.06604621559381485,0.18520185546875
0,5.0,-0.401836328125,0.881,0.06031839922070503,0.1852919189453125
1,0.002,-0.404105859375,0.9058,0.040939413011074066,0.14433858642578126
1,0.002770836049762948,-0.38949375,0.9079,0.037912268191576004,0.1418427978515625
1,0.0038387662073329693,-0.3953435546875,0.9068,0.04031043127179146,0.1430638916015625
1,0.005318295896944989,-0.3646328125,0.9074,0.037176359444856644,0.14174215087890624
1,0.0073680629972807735,-0.3054951171875,0.9085,0.029191097244620323,0.13908798828125
1,0.010207847284895002,-0.398802734375,0.9058,0.04020886495709419,0.14258629150390625
1,0.01414213562373095,-0.30711171875,0.9074,0.031276360154151917,0.1394294677734375
1,0.019592769603435266,-0.3171666015625,0.9076,0.03344454988837242,0.1404330810546875
1,0.027144176165949066,-0.339603125,0.9075,0.03565341979265213,0.1402939697265625
1,0.03760603093086394,-0.2951322265625,0.9077,0.026295412331819534,0.13776475830078125
1,0.052100073095869136,-0.284562109375,0.9073,0.010386367328464985,0.137467919921875
1,0.07218038036465943,-0.291735546875,0.9065,0.025062870234251022,0.139063525390625
1,0.1,-0.28216015625,0.9066,0.008429584093391895,0.13802747802734375
1,0.1385418024881474,-0.29105546875,0.9017,0.009917663410305977,0.14277130126953125
1,0.19193831036664843,-0.2872529296875,0.9056,0.006875121966004372,0.13967806396484375
1,0.26591479484724945,-0.3087974609375,0.9005,0.029539451003074646,0.14815498046875
1,0.36840314986403866,-0.3075251953125,0.9008,0.026552390307188034,0.1473899658203125
1,0.5103923642447501,-0.3118484375,0.8999,0.02936401776969433,0.148846923828125
1,0.7071067811865475,-0.33953828125,0.8955,0.04691922292113304,0.16045611572265625
1,0.9796384801717632,-0.3668177734375,0.8919,0.06538822501897812,0.1731612060546875
1,1.3572088082974532,-0.3719783203125,0.888,0.052591465413570404,0.17369642333984375
1,1.8803015465431967,-0.3822466796875,0.8881,0.06417061388492584,0.17777161865234375
1,2.6050036547934563,-0.3932166015625,0.8831,0.059081193059682846,0.181819287109375
1,3.609019018232971,-0.396157421875,0.8844,0.06336499005556107,0.1832699951171875
1,5.0,-0.40691328125,0.8813,0.06623018532991409,0.1876526123046875
2,0.002,-0.38895078125,0.9074,0.03808799013495445,0.1414996337890625
2,0.002770836049762948,-0.39613046875,0.9057,0.041519224643707275,0.1450781982421875
2,0.0038387662073329693,-0.3980203125,0.9066,0.03928278386592865,0.14273155517578126
2,0.005318295896944989,-0.3795677734375,0.9066,0.037793148308992386,0.141068310546875
2,0.0073680629972807735,-0.31343203125,0.9068,0.0318426750600338,0.13978419189453126
2,0.010207847284895002,-0.345399609375,0.9065,0.036189984530210495,0.14041827392578124
2,0.01414213562373095,-0.354162109375,0.9046,0.04019256308674812,0.14354564208984374
2,0.019592769603435266,-0.3131064453125,0.906,0.03259377181529999,0.14081182861328126
2,0.027144176165949066,-0.3317302734375,0.9067,0.03336254879832268,0.13953155517578125
2,0.03760603093086394,-0.2863857421875,0.9082,0.01377286110073328,0.136916259765625
2,0.052100073095869136,-0.300532421875,0.9063,0.02988707832992077,0.13988162841796875
2,0.07218038036465943,-0.28318046875,0.9079,0.012925094924867153,0.13732139892578124
2,0.1,-0.287240234375,0.9072,0.01867661625146866,0.13732181396484375
2,0.1385418024881474,-0.2866068359375,0.9062,0.011583776213228703,0.138819140625
2,0.19193831036664843,-0.2917451171875,0.9036,0.01771457865834236,0.14101776123046875
2,0.26591479484724945,-0.302234765625,0.8998,0.013031394220888615,0.1462583984375
2,0.36840314986403866,-0.3131078125,0.8993,0.033136580139398575,0.1494165283203125
2,0.5103923642447501,-0.3192921875,0.8975,0.030921123921871185,0.152139306640625
2,0.7071067811865475,-0.356358203125,0.8911,0.0545257031917572,0.16712791748046876
2,0.9796384801717632,-0.375013671875,0.8887,0.06112155690789223,0.174890771484375
2,1.3572088082974532,-0.3749505859375,0.8879,0.05715502053499222,0.1747765380859375
2,1.8803015465431967,-0.382506640625,0.8864,0.06094088777899742,0.1779451171875
2,2.6050036547934563,-0.39027109375,0.8861,0.0661420077085495,0.18130609130859374
2,3.609019018232971,-0.39702578125,0.8827,0.06095133349299431,0.18351143798828126
2,5.0,-0.408255859375,0.8803,0.061807114630937576,0.1878828125
3,0.002,-0.3295908203125,0.9067,0.03566153720021248,0.1407002197265625
3,0.002770836049762948,-0.3993990234375,0.9072,0.038367267698049545,0.14221451416015626
3,0.0038387662073329693,-0.3470333984375,0.9059,0.03732287138700485,0.1419757568359375
3,0.005318295896944989,-0.3311142578125,0.9037,0.04022333025932312,0.1456494873046875
3,0.0073680629972807735,-0.299191015625,0.9088,0.02524232678115368,0.1379759521484375
3,0.010207847284895002,-0.313098046875,0.9065,0.032549839466810226,0.13906646728515626
3,0.01414213562373095,-0.3710138671875,0.9054,0.04056485369801521,0.143630908203125
3,0.019592769603435266,-0.313920703125,0.9078,0.03312750160694122,0.13888857421875
3,0.027144176165949066,-0.2988044921875,0.9074,0.02905937470495701,0.1390157470703125
3,0.03760603093086394,-0.3018134765625,0.9068,0.030324028804898262,0.13934295654296874
3,0.052100073095869136,-0.2960708984375,0.9053,0.029336802661418915,0.139472021484375
3,0.07218038036465943,-0.2888810546875,0.9065,0.01164642721414566,0.13908193359375
3,0.1,-0.283602734375,0.9075,0.01008211262524128,0.1376056396484375
3,0.1385418024881474,-0.2848107421875,0.9058,0.012546323239803314,0.1381348388671875
3,0.19193831036664843,-0.2898712890625,0.9052,0.007978832349181175,0.14092271728515626
3,0.26591479484724945,-0.2983763671875,0.9031,0.021469682455062866,0.14345987548828126
3,0.36840314986403866,-0.3246435546875,0.8974,0.039257630705833435,0.15429287109375
3,0.5103923642447501,-0.352706640625,0.8932,0.05784348025918007,0.16632958984375
3,0.7071067811865475,-0.3292,0.8936,0.025448443368077278,0.15618251953125
3,0.9796384801717632,-0.348720703125,0.8931,0.049871496856212616,0.16410352783203125
3,1.3572088082974532,-0.3694154296875,0.8881,0.053391698747873306,0.17224403076171876
3,1.8803015465431967,-0.3744505859375,0.8876,0.05447082594037056,0.174619189453125
3,2.6050036547934563,-0.3823115234375,0.8856,0.05504114180803299,0.1774387451171875
3,3.609019018232971,-0.3908654296875,0.8835,0.0548829659819603,0.18095972900390625
3,5.0,-0.408483984375,0.8797,0.06111069768667221,0.187713525390625
4,0.002,-0.3987572265625,0.9064,0.040422458201646805,0.1429465087890625
4,0.002770836049762948,-0.36442109375,0.9074,0.03720945119857788,0.141397802734375
4,0.0038387662073329693,-0.376071484375,0.9081,0.037073247134685516,0.1408591552734375
4,0.005318295896944989,-0.359796484375,0.9076,0.036686379462480545,0.141125830078125
4,0.0073680629972807735,-0.35840078125,0.9073,0.03693195432424545,0.1408097412109375
4,0.010207847284895002,-0.3616953125,0.9074,0.03622237965464592,0.14195338134765625
4,0.01414213562373095,-0.34441171875,0.9079,0.035094380378723145,0.1403770263671875
4,0.019592769603435266,-0.333455078125,0.9054,0.03637302666902542,0.140217138671875
4,0.027144176165949066,-0.2905474609375,0.9065,0.021183809265494347,0.13882373046875
4,0.03760603093086394,-0.33569453125,0.9074,0.03452126681804657,0.1399528076171875
4,0.052100073095869136,-0.2866203125,0.9071,0.01815774478018284,0.1379920166015625
4,0.07218038036465943,-0.28689375,0.9063,0.019989192485809326,0.138027880859375
